A;B;DISTANCE;LINKTYPE;JURISDICTIO;CAPINDEX;TIME_SPDFLA;TIME_SPD;CAPACITY;VL01;VL02;VL03;VL04;VL05;VL06;VL07;VL08;VL09;VL10;VL11;VL12;VL13;VL14;VL15;VL16;VL17;VL18;FFTM;VL20
256;36;0,14;9;1;21;T;0,25;693;14,75;4,60;12,73;11,41;14,87;0;58,36;32,08;0,08;33,60;0;0;0;0;0;0;0;0;0;0
255;37;0,25;9;1;21;T;0,61;693;46,21;24,84;109,36;46,42;13,61;0;240,44;180,41;0,35;24,59;0;0;0;0;0;0;0;0;0;0
287;38;0,28;9;1;21;T;0,90;693;93,73;20,66;48,99;107,90;32,07;0;303,35;163,38;0,44;18,67;0;0;0;0;0;0;0;0;0;0
289;40;0,10;9;1;21;T;0,22;693;0,39;0,04;0,10;1,08;0,46;0;2,07;0,53;0,00;27,27;0;0;0;0;0;0;0;0;0;0
331;41;0,15;4;1;13;T;0,30;1000;421,09;62,96;118,07;49,85;35,08;0;687,05;602,12;0,69;30,00;0;0;0;0;0;0;0;0;0;0
292;42;0,14;8;1;22;T;0,29;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;28,97;0;0;0;0;0;0;0;0;0;0
253;43;0,14;7;1;18;T;0,31;858;251,81;26,42;81,84;72,14;32,61;0;464,82;360,07;0,54;27,10;0;0;0;0;0;0;0;0;0;0
237;44;0,11;6;1;14;T;0,11;1730;576,60;44,82;68,21;77,55;24,34;0;791,52;689,63;0,46;60,00;0;0;0;0;0;0;0;0;0;0
241;44;0,41;3;1;12;T;0,53;2740;1069,57;81,25;121,24;103,94;33,61;0;1409,61;1272,06;0,51;46,42;0;0;0;0;0;0;0;0;0;0
336;45;0,47;6;1;12;T;0,45;2540;402,57;50,95;135,13;52,01;10,36;0;651,02;588,65;0,26;62,67;0;0;0;0;0;0;0;0;0;0
336;46;0,45;7;1;19;T;1,32;715;419,62;31,19;45,45;26,09;1,08;0;523,43;496,26;0,73;20,45;0;0;0;0;0;0;0;0;0;0
348;47;0,24;7;10;18;T;0,46;858;176,62;19,44;82,65;63,35;7,85;0;349,91;278,71;0,41;31,30;0;0;0;0;0;0;0;0;0;0
349;48;0,49;11;1;19;T;0,93;715;162,08;11,70;45,78;30,41;1,88;1;252,85;219,56;0,35;31,61;0;0;0;0;0;0;0;0;0;0
603;49;0,69;15;10;12;T;0,58;1270;0,00;0,00;0,00;0,00;0,00;1;1,00;0,00;0,00;71,38;0;0;0;0;0;0;0;0;0;0
612;50;0,74;7;1;8;T;0,86;3000;925,57;242,09;366,67;216,38;64,03;1;1815,74;1534,33;0,61;51,63;0;0;0;0;0;0;0;0;0;0
296;51;0,46;8;1;19;T;0,76;715;57,55;14,26;70,26;51,93;6,26;1;201,26;142,07;0,28;36,32;0;0;0;0;0;0;0;0;0;0
361;52;0,49;11;1;19;T;0,70;715;49,95;4,21;44,00;13,01;2,64;1;114,81;98,16;0,16;42,00;0;0;0;0;0;0;0;0;0;0
319;53;0,36;11;1;19;T;1,00;165;54,85;5,65;13,85;20,77;2,44;0;97,56;74,35;0,59;21,60;0;0;0;0;0;0;0;0;0;0
320;54;0,76;11;1;19;T;1,01;715;7,37;1,07;19,61;10,84;8,43;1;48,32;28,05;0,07;45,15;0;0;0;0;0;0;0;0;0;0
358;54;0,37;11;1;18;T;0,47;1958;193,42;17,97;57,26;45,85;12,56;0;327,06;268,65;0,17;47,23;0;0;0;0;0;0;0;0;0;0
351;72;0,44;7;10;18;T;0,78;858;148,31;26,49;81,99;62,96;12,78;1;333,53;256,79;0,39;33,85;0;0;0;0;0;0;0;0;0;0
336;73;0,40;11;1;19;T;1,15;715;339,36;27,47;88,39;54,45;7,00;1;517,67;455,22;0,72;20,87;0;0;0;0;0;0;0;0;0;0
606;75;0,28;6;1;12;T;0,26;1750;219,88;14,20;87,10;55,09;11,14;0;387,41;321,18;0,22;64,62;0;0;0;0;0;0;0;0;0;0
608;75;0,30;2;1;12;T;0,34;2540;570,90;127,69;229,08;80,78;13,18;0;1021,63;927,67;0,40;52,94;0;0;0;0;0;0;0;0;0;0
614;76;0,67;4;10;12;T;0,88;1000;296,94;23,22;132,73;62,03;12,64;1;528,56;452,89;0,53;45,68;0;0;0;0;0;0;0;0;0;0
729;77;0,10;16;1;12;T;0,08;1270;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;75,00;0;0;0;0;0;0;0;0;0;0
730;78;0,10;7;1;12;T;0,12;1270;320,00;55,34;100,15;106,97;30,40;0;612,86;475,49;0,48;50,00;0;0;0;0;0;0;0;0;0;0
732;80;0,07;7;1;12;T;0,06;1270;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;70,00;0;0;0;0;0;0;0;0;0;0
735;83;0,15;16;1;13;T;0,16;500;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;56,25;0;0;0;0;0;0;0;0;0;0
736;84;0,14;8;1;13;T;0,25;500;159,03;14,94;39,10;63,03;20,16;0;296,26;213,07;0,59;33,60;0;0;0;0;0;0;0;0;0;0
225;222;0,34;6;1;14;T;0,31;1730;211,22;105,46;165,07;60,14;6,24;0;548,13;481,75;0,32;65,81;0;0;0;0;0;0;0;0;0;0
307;222;0,57;3;1;12;T;0,54;2540;473,11;32,52;110,22;36,75;11,14;0;663,74;615,85;0,26;63,33;0;0;0;0;0;0;0;0;0;0
225;223;0,13;6;1;21;T;0,25;1793;213,51;25,22;99,60;26,03;8,90;0;373,26;338,33;0,21;31,20;0;0;0;0;0;0;0;0;0;0
322;223;0,33;6;1;14;T;0,41;1730;593,05;77,53;108,50;208,34;24,20;0;1011,62;779,08;0,58;48,29;0;0;0;0;0;0;0;0;0;0
223;224;0,23;6;1;14;T;0,23;1730;460,06;67,49;147,84;76,75;24,03;0;776,17;675,39;0,45;60,00;0;0;0;0;0;0;0;0;0;0
322;224;0,56;3;1;12;T;0,63;3000;742,50;130,58;147,55;158,34;48,01;0;1226,98;1020,63;0,41;53,33;0;0;0;0;0;0;0;0;0;0
223;225;0,13;6;1;21;T;0,31;1793;346,50;35,26;60,26;157,63;9,07;0;608,72;442,02;0,34;25,16;0;0;0;0;0;0;0;0;0;0
226;225;0,13;7;1;20;T;0,21;1914;21,22;10,43;21,71;17,86;4,01;0;75,23;53,36;0,04;37,14;0;0;0;0;0;0;0;0;0;0
307;225;0,24;6;1;12;T;0,24;2540;303,84;114,95;199,40;92,25;8,39;0;718,83;618,19;0,28;60,00;0;0;0;0;0;0;0;0;0;0
321;225;0,32;7;1;22;T;0,77;1595;217,15;25,34;99,93;29,58;9,17;1;382,17;342,42;0,24;24,94;0;0;0;0;0;0;0;0;0;0
225;226;0,13;7;1;20;T;0,28;1914;358,31;36,25;62,44;163,15;8,85;0;629,00;457,00;0,33;27,86;0;0;0;0;0;0;0;0;0;0
279;226;0,15;7;1;20;T;0,24;1914;21,22;10,43;21,71;17,86;4,01;0;75,23;53,36;0,04;37,50;0;0;0;0;0;0;0;0;0;0
230;227;0,18;6;1;14;T;0,20;1730;630,62;84,34;147,02;48,29;8,35;0;918,62;861,98;0,53;54,00;0;0;0;0;0;0;0;0;0;0
308;227;0,10;6;1;14;T;0,09;1730;223,15;25,65;74,61;32,59;5,30;0;361,30;323,41;0,21;66,67;0;0;0;0;0;0;0;0;0;0
229;228;0,10;6;1;14;T;0,09;1730;47,77;25,82;23,46;67,17;16,27;0;180,49;97,05;0,10;66,67;0;0;0;0;0;0;0;0;0;0
308;228;0,17;3;1;12;T;0,26;2540;979,40;172,42;220,79;202,50;66,74;0;1641,85;1372,61;0,65;39,23;0;0;0;0;0;0;0;0;0;0
249;229;0,19;6;1;14;T;0,17;1730;67,85;37,02;51,46;96,69;16,29;0;269,31;156,33;0,16;67,06;0;0;0;0;0;0;0;0;0;0
232;230;0,24;3;1;11;T;0,24;5000;1575,73;236,17;470,09;277,06;48,77;0;2607,82;2281,99;0,52;60,00;0;0;0;0;0;0;0;0;0;0
309;231;0,20;3;1;12;T;0,55;2540;1823,10;276,89;397,34;366,22;106,26;0;2969,81;2497,33;1,17;21,82;0;0;0;0;0;0;0;0;0;0
233;232;0,27;3;1;12;T;0,33;2800;844,62;107,45;199,32;183,14;29,85;0;1364,38;1151,39;0,49;49,09;0;0;0;0;0;0;0;0;0;0
311;232;0,15;6;1;12;T;0,19;2540;731,10;128,72;270,77;93,92;18,92;0;1243,43;1130,59;0,49;47,37;0;0;0;0;0;0;0;0;0;0
235;233;0,07;3;1;12;T;0,13;2800;1224,99;191,91;316,83;282,88;61,36;0;2077,97;1733,73;0,74;32,31;0;0;0;0;0;0;0;0;0;0
315;233;0,11;7;1;22;T;0,23;495;0,00;0,00;0,00;0,00;0,38;0;0,38;0,00;0,00;28,70;0;0;0;0;0;0;0;0;0;0
231;234;0,34;3;1;12;T;0,54;2540;1127,10;115,65;184,89;190,28;56,82;0;1674,74;1427,64;0,66;37,78;0;0;0;0;0;0;0;0;0;0
311;234;0,30;6;1;12;T;0,32;2540;745,40;51,35;74,38;55,37;17,27;0;943,77;871,13;0,37;56,25;0;0;0;0;0;0;0;0;0;0
313;235;0,28;3;1;12;T;0,41;2800;1042,06;168,95;240,74;202,86;44,43;0;1699,04;1451,75;0,61;40,98;0;0;0;0;0;0;0;0;0;0
315;235;0,06;7;1;14;T;0,05;1730;182,92;22,96;76,09;80,02;16,92;0;378,91;281,97;0,22;72,00;0;0;0;0;0;0;0;0;0;0
731;236;0,01;7;1;12;T;0,01;2540;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;60,00;0;0;0;0;0;0;0;0;0;0
236;237;0,05;7;1;14;T;0,04;1730;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;75,00;0;0;0;0;0;0;0;0;0;0
238;237;0,05;7;1;14;T;0,05;1730;576,60;44,82;68,21;77,55;24,34;0;791,52;689,63;0,46;60,00;0;0;0;0;0;0;0;0;0;0
236;238;0,02;7;1;22;T;0,04;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
240;238;0,06;8;1;12;T;0,06;2540;636,58;58,08;99,58;99,12;27,19;0;920,55;794,24;0,36;60,00;0;0;0;0;0;0;0;0;0;0
245;239;0,03;8;1;12;T;0,04;2000;642,40;92,65;165,41;171,88;28,14;0;1100,48;900,46;0,55;45,00;0;0;0;0;0;0;0;0;0;0
241;240;0,19;6;1;14;T;0,29;1730;802,93;85,75;138,03;141,71;40,49;0;1208,91;1026,71;0,70;39,31;0;0;0;0;0;0;0;0;0;0
242;240;0,07;8;1;12;T;0,06;2000;153,65;27,67;61,69;64,38;17,10;0;324,49;243,01;0,16;70,00;0;0;0;0;0;0;0;0;0;0
234;241;0,30;3;1;12;T;0,70;2740;1872,50;167,01;259,27;245,65;74,09;0;2618,52;2298,78;0,96;25,71;0;0;0;0;0;0;0;0;0;0
243;242;0,05;4;1;22;T;0,11;495;8,99;13,43;23,52;30,24;11,68;0;87,86;45,94;0,18;27,27;0;0;0;0;0;0;0;0;0;0
244;242;0,02;8;1;12;T;0,02;2000;466,73;74,32;121,90;103,92;18,17;0;785,04;662,95;0,39;60,00;0;0;0;0;0;0;0;0;0;0
244;243;0,04;4;1;22;T;0,15;495;175,68;18,33;43,50;67,96;9,98;0;315,45;237,51;0,64;16,00;0;0;0;0;0;0;0;0;0;0
264;243;0,17;8;1;22;T;0,37;495;8,99;13,43;23,52;30,24;11,68;0;87,86;45,94;0,18;27,57;0;0;0;0;0;0;0;0;0;0
239;244;0,02;8;1;12;T;0,03;2000;642,40;92,65;165,41;171,88;28,14;0;1100,48;900,46;0,55;40,00;0;0;0;0;0;0;0;0;0;0
238;245;0,08;8;1;12;T;0,07;2540;59,98;13,26;31,37;21,58;2,85;0;129,04;104,61;0,05;68,57;0;0;0;0;0;0;0;0;0;0
246;245;0,04;8;1;14;T;0,05;1730;582,42;79,38;134,04;150,31;25,30;0;971,45;795,84;0,56;48,00;0;0;0;0;0;0;0;0;0;0
250;246;0,12;7;1;14;T;0,14;1730;582,42;79,38;134,04;150,31;25,30;0;971,45;795,84;0,56;51,43;0;0;0;0;0;0;0;0;0;0
227;248;0,30;6;1;14;T;0,50;1730;853,77;109,99;221,63;80,87;13,65;0;1279,91;1185,39;0,74;36,00;0;0;0;0;0;0;0;0;0;0
354;248;0,02;6;1;12;T;0,05;1500;1073,60;115,74;197,58;172,97;26,89;0;1586,78;1386,92;1,06;24,00;0;0;0;0;0;0;0;0;0;0
627;248;0,04;6;1;12;T;0,04;1000;96,91;31,63;65,77;43,06;3,26;0;240,63;194,31;0,24;60,00;0;0;0;0;0;0;0;0;0;0
633;249;0,01;6;1;12;T;0,01;2000;164,77;68,65;117,22;139,75;19,55;0;509,94;350,64;0,25;60,00;0;0;0;0;0;0;0;0;0;0
34;250;0,05;3;1;12;T;0,09;2800;1302,42;188,26;291,06;283,38;56,98;0;2122,10;1781,74;0,76;33,33;0;0;0;0;0;0;0;0;0;0
252;251;0,07;4;1;9;T;0,16;1300;1073,36;134,22;187,30;94,76;19,54;0;1509,18;1394,88;1,16;26,25;0;0;0;0;0;0;0;0;0;0
254;251;0,23;7;1;18;T;0,46;858;220,77;36,22;97,71;33,80;10,94;0;399,44;354,70;0,47;30,00;0;0;0;0;0;0;0;0;0;0
310;251;0,20;4;1;12;T;0,48;2000;1076,36;245,69;329,96;275,67;81,33;0;2009,01;1652,01;1,00;25,00;0;0;0;0;0;0;0;0;0;0
325;251;0,14;7;1;22;T;0,60;330;170,05;5,18;43,61;13,10;6,76;0;238,70;218,84;0,72;14,00;0;0;0;0;0;0;0;0;0;0
251;252;0,07;4;1;9;T;0,15;1300;707,75;206,94;221,05;192,47;58,69;0;1386,90;1135,74;1,07;28,00;0;0;0;0;0;0;0;0;0;0
326;252;0,08;6;1;9;T;0,17;1300;1046,27;129,99;169,89;50,19;12,53;0;1408,87;1346,15;1,08;28,24;0;0;0;0;0;0;0;0;0;0
601;252;0,15;7;1;18;T;0,18;858;30,02;6,64;20,85;47,14;7,95;0;112,60;57,51;0,13;50,00;0;0;0;0;0;0;0;0;0;0
43;253;0,14;7;1;18;T;0,33;858;271,96;34,40;118,87;68,44;31,63;0;525,30;425,23;0,61;25,45;0;0;0;0;0;0;0;0;0;0
254;253;0,10;7;1;17;T;0,16;1100;184,59;28,65;89,91;49,50;17,60;0;370,25;303,15;0,34;37,50;0;0;0;0;0;0;0;0;0;0
327;253;0,18;7;1;17;T;0,31;1100;303,46;23,04;31,51;45,86;19,15;0;423,02;358,01;0,38;34,84;0;0;0;0;0;0;0;0;0;0
601;253;0,07;7;1;18;T;0,12;858;112,54;22,41;73,06;57,24;23,70;0;288,95;208,01;0,34;35,00;0;0;0;0;0;0;0;0;0;0
251;254;0,23;7;1;18;T;0,47;858;274,49;22,86;56,24;54,16;14,95;0;422,70;353,59;0,49;29,36;0;0;0;0;0;0;0;0;0;0
253;254;0,10;7;1;17;T;0,26;1100;478,23;43,85;110,01;88,90;28,64;0;749,63;632,09;0,68;23,08;0;0;0;0;0;0;0;0;0;0
725;254;0,01;8;1;20;T;0,02;1100;71,85;17,58;46,77;8,54;4,80;0;149,54;136,20;0,14;30,00;0;0;0;0;0;0;0;0;0;0
37;255;0,25;9;1;21;T;0,58;693;75,79;6,74;39,03;75,75;24,34;0;221,65;121,56;0,32;25,86;0;0;0;0;0;0;0;0;0;0
599;255;0,08;9;1;21;T;0,23;693;58,84;27,50;143,76;74,72;30,66;0;335,48;230,10;0,48;20,87;0;0;0;0;0;0;0;0;0;0
36;256;0,14;9;1;21;T;0,64;693;291,56;27,03;105,89;65,58;33,86;0;523,92;424,48;0,76;13,13;0;0;0;0;0;0;0;0;0;0
257;256;0,05;9;1;21;T;0,12;693;54,14;7,67;43,82;40,21;22,09;0;167,93;105,63;0,24;25,00;0;0;0;0;0;0;0;0;0;0
263;256;0,22;9;1;21;T;0,39;693;54,26;9,01;29,16;17,18;2,45;0;112,06;92,43;0,16;33,85;0;0;0;0;0;0;0;0;0;0
256;257;0,05;9;1;21;T;0,09;693;6,57;0,50;2,23;3,99;2,01;0;15,30;9,30;0,02;33,33;0;0;0;0;0;0;0;0;0;0
258;257;0,09;9;1;21;T;0,24;693;55,11;8,01;48,12;49,71;23,02;0;183,97;111,24;0,27;22,50;0;0;0;0;0;0;0;0;0;0
260;257;0,01;9;1;21;T;0,02;693;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
706;257;0,01;8;1;22;T;0,02;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
255;258;0,05;9;1;21;T;0,14;693;88,42;9,40;73,43;104,04;41,39;0;316,68;171,25;0,46;21,43;0;0;0;0;0;0;0;0;0;0
257;258;0,09;9;1;21;T;0,18;693;6,57;0,50;2,23;3,99;2,01;0;15,30;9,30;0,02;30,00;0;0;0;0;0;0;0;0;0;0
288;258;0,13;9;1;21;T;0,31;693;49,00;5,58;37,43;38,71;19,92;0;150,64;92,01;0,22;25,16;0;0;0;0;0;0;0;0;0;0
263;259;0,01;4;1;22;T;0,02;495;0,87;0,01;3,80;6,74;0,93;0;12,35;4,68;0,02;30,00;0;0;0;0;0;0;0;0;0;0
700;259;0,08;16;1;22;T;0,26;248;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;18,46;0;0;0;0;0;0;0;0;0;0
702;259;0,01;4;1;22;T;0,03;248;54,26;9,01;29,16;17,18;2,45;0;112,06;92,43;0,45;20,00;0;0;0;0;0;0;0;0;0;0
257;260;0,01;9;1;21;T;0,02;693;0,10;0,34;0,50;2,76;0,00;0;3,70;0,94;0,01;30,00;0;0;0;0;0;0;0;0;0;0
707;260;0,01;9;1;21;T;0,02;347;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
708;260;0,12;16;1;21;T;0,21;347;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;34,29;0;0;0;0;0;0;0;0;0;0
708;261;0,01;9;1;21;T;0,02;693;0,10;0,34;0,50;2,76;0,00;0;3,70;0,94;0,01;30,00;0;0;0;0;0;0;0;0;0;0
713;261;0,01;8;1;22;T;0,02;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
697;262;0,01;8;1;22;T;0,03;495;54,26;9,01;29,16;17,18;2,45;0;112,06;92,43;0,23;20,00;0;0;0;0;0;0;0;0;0;0
700;262;0,01;4;1;22;T;0,02;495;0,87;0,01;3,80;6,74;0,93;0;12,35;4,68;0,02;30,00;0;0;0;0;0;0;0;0;0;0
712;262;0,01;8;1;22;T;0,02;495;0,10;0,34;0,50;2,76;0,00;0;3,70;0,94;0,01;30,00;0;0;0;0;0;0;0;0;0;0
259;263;0,01;4;1;22;T;0,03;495;54,26;9,01;29,16;17,18;2,45;0;112,06;92,43;0,23;20,00;0;0;0;0;0;0;0;0;0;0
705;263;0,01;8;1;22;T;0,02;495;0,87;0,01;3,80;6,74;0,93;0;12,35;4,68;0,02;30,00;0;0;0;0;0;0;0;0;0;0
243;264;0,17;8;1;22;T;0,66;495;175,68;18,33;43,50;67,96;9,98;0;315,45;237,51;0,64;15,45;0;0;0;0;0;0;0;0;0;0
265;264;0,01;8;1;22;T;0,03;495;9,76;13,72;27,41;33,19;12,78;0;96,86;50,89;0,20;20,00;0;0;0;0;0;0;0;0;0;0
696;264;0,01;8;1;22;T;0,02;495;0,97;0,35;4,30;9,50;0,93;0;16,05;5,62;0,03;30,00;0;0;0;0;0;0;0;0;0;0
264;265;0,01;8;1;22;T;0,04;495;123,17;9,95;22,53;63,23;9,54;0;228,42;155,65;0,46;15,00;0;0;0;0;0;0;0;0;0;0
266;265;0,14;16;1;22;T;0,30;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;28,00;0;0;0;0;0;0;0;0;0;0
695;265;0,02;8;1;22;T;0,05;330;9,76;13,72;27,41;33,19;12,78;0;96,86;50,89;0,29;24,00;0;0;0;0;0;0;0;0;0;0
265;266;0,14;16;1;22;T;0,29;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;28,97;0;0;0;0;0;0;0;0;0;0
691;266;0,11;16;1;22;T;0,31;248;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;21,29;0;0;0;0;0;0;0;0;0;0
693;266;0,01;8;1;22;T;0,04;495;146,95;9,35;36,51;54,91;22,09;0;269,81;192,81;0,55;15,00;0;0;0;0;0;0;0;0;0;0
694;266;0,01;8;1;22;T;0,04;330;123,17;9,95;22,53;63,23;9,54;0;228,42;155,65;0,69;15,00;0;0;0;0;0;0;0;0;0;0
644;267;0,01;8;1;13;T;0,03;1000;630,90;66,22;126,76;154,01;30,80;0;1008,69;823,88;1,01;20,00;0;0;0;0;0;0;0;0;0;0
646;267;0,01;9;1;13;T;0,01;1000;54,85;1,88;6,81;26,99;1,60;0;92,13;63,54;0,09;60,00;0;0;0;0;0;0;0;0;0;0
683;267;0,01;9;1;21;T;0,02;693;20,10;3,12;19,25;15,77;3,25;0;61,49;42,47;0,09;30,00;0;0;0;0;0;0;0;0;0;0
687;268;0,01;9;1;21;T;0,03;693;235,08;13,35;22,64;74,83;3,70;0;349,60;271,07;0,50;20,00;0;0;0;0;0;0;0;0;0;0
691;268;0,01;8;1;22;T;0,03;495;72,54;5,40;40,55;37,01;6,71;0;162,21;118,49;0,33;20,00;0;0;0;0;0;0;0;0;0;0
714;268;0,01;9;1;19;T;0,01;1100;77,78;5,30;16,96;22,02;19,28;0;141,34;100,04;0,13;60,00;0;0;0;0;0;0;0;0;0;0
