A;B;DISTANCE;LINKTYPE;JURISDICTIO;CAPINDEX;TIME_SPDFLA;TIME_SPD;CAPACITY;VL01;VL02;VL03;VL04;VL05;VL06;VL07;VL08;VL09;VL10;VL11;VL12;VL13;VL14;VL15;VL16;VL17;VL18;FFTM;VL20
303;269;0,11;9;1;21;T;0,19;693;24,59;12,84;11,49;0,25;0,08;0;49,25;48,92;0,07;34,74;0;0;0;0;0;0;0;0;0;0
715;269;0,01;9;1;19;T;0,02;1100;218,36;11,58;24,38;63,18;4,35;0;321,85;254,32;0,29;30,00;0;0;0;0;0;0;0;0;0;0
718;269;0,01;7;1;20;T;0,02;1100;254,47;14,30;19,36;66,06;19,39;0;373,58;288,13;0,34;30,00;0;0;0;0;0;0;0;0;0;0
722;270;0,01;7;1;20;T;0,02;1100;62,02;15,56;34,83;6,83;4,38;0;123,62;112,41;0,11;30,00;0;0;0;0;0;0;0;0;0;0
724;270;0,01;8;1;20;T;0,03;1100;419,20;19,43;25,40;68,30;19,85;0;552,18;464,03;0,50;20,00;0;0;0;0;0;0;0;0;0;0
301;271;0,16;7;1;20;T;0,26;1914;133,55;16,60;13,53;99,43;2,48;0;265,59;163,68;0,14;36,92;0;0;0;0;0;0;0;0;0;0
636;271;0,01;6;1;12;T;0,01;2000;585,90;59,73;133,38;238,07;30,49;0;1047,57;779,01;0,52;60,00;0;0;0;0;0;0;0;0;0;0
641;271;0,01;8;1;12;T;0,01;2000;147,37;54,24;95,40;98,74;19,46;0;415,21;297,01;0,21;60,00;0;0;0;0;0;0;0;0;0;0
330;272;0,03;9;1;20;T;0,08;814;190,35;21,38;55,71;100,30;11,06;0;378,80;267,44;0,47;22,50;0;0;0;0;0;0;0;0;0;0
653;272;0,01;9;1;13;T;0,02;1000;461,46;54,25;119,52;115,65;31,74;0;782,62;635,23;0,78;30,00;0;0;0;0;0;0;0;0;0;0
656;272;0,01;9;1;13;T;0,02;1000;164,40;39,16;95,93;165,91;19,13;0;484,53;299,49;0,48;30,00;0;0;0;0;0;0;0;0;0;0
274;273;0,01;9;1;15;T;0,02;1397;265,20;51,79;98,74;252,19;63,85;0;731,77;415,73;0,52;30,00;0;0;0;0;0;0;0;0;0;0
329;273;0,15;16;1;15;T;0,15;517;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;60,00;0;0;0;0;0;0;0;0;0;0
659;273;0,01;9;1;15;T;0,03;880;438,42;56,30;135,97;170,60;59,63;0;860,92;630,69;0,98;20,00;0;0;0;0;0;0;0;0;0;0
273;274;0,01;9;1;15;T;0,02;1397;438,42;56,30;135,97;170,60;59,63;0;860,92;630,69;0,62;30,00;0;0;0;0;0;0;0;0;0;0
661;274;0,01;8;1;15;T;0,02;1397;295,11;56,67;120,23;279,26;69,17;0;820,44;472,01;0,59;30,00;0;0;0;0;0;0;0;0;0;0
274;275;0,10;9;1;21;T;0,18;1793;29,91;4,87;21,49;27,07;5,33;0;88,67;56,27;0,05;33,33;0;0;0;0;0;0;0;0;0;0
276;275;0,15;8;1;20;T;0,24;1914;129,60;28,52;33,68;50,72;4,99;0;247,51;191,80;0,13;37,50;0;0;0;0;0;0;0;0;0;0
298;275;0,07;7;1;20;T;0,11;1914;68,18;14,31;16,62;35,66;4,24;0;139,01;99,11;0,07;38,18;0;0;0;0;0;0;0;0;0;0
275;276;0,15;8;1;20;T;0,24;1914;94,82;19,01;37,32;61,71;9,33;0;222,19;151,15;0,12;37,50;0;0;0;0;0;0;0;0;0;0
277;276;0,05;9;1;20;T;0,08;1914;203,89;32,55;35,36;51,49;5,75;0;329,04;271,80;0,17;37,50;0;0;0;0;0;0;0;0;0;0
276;277;0,05;9;1;20;T;0,08;1914;59,03;14,86;50,35;64,19;7,95;0;196,38;124,24;0,10;37,50;0;0;0;0;0;0;0;0;0;0
278;277;0,09;8;1;20;T;0,22;814;191,89;31,69;53,04;53,67;5,52;0;335,81;276,62;0,41;24,55;0;0;0;0;0;0;0;0;0;0
328;277;0,47;7;1;18;T;0,58;1958;55,42;4,32;9,44;6,26;0,90;1;77,34;69,18;0,04;48,62;0;0;0;0;0;0;0;0;0;0
277;278;0,09;8;1;20;T;0,18;814;81,11;13,97;40,84;68,67;8,56;0;213,15;135,92;0,26;30,00;0;0;0;0;0;0;0;0;0;0
300;278;0,17;8;1;20;T;0,51;814;243,85;42,49;59,06;112,77;7,16;0;465,33;345,40;0,57;20,00;0;0;0;0;0;0;0;0;0;0
302;278;0,07;13;1;20;T;0,12;814;79,09;6,68;32,09;20,27;4,64;0;142,77;117,86;0,18;35,00;0;0;0;0;0;0;0;0;0;0
226;279;0,15;7;1;20;T;0,32;1914;358,31;36,25;62,44;163,15;8,85;0;629,00;457,00;0,33;28,13;0;0;0;0;0;0;0;0;0;0
300;279;0,27;8;1;20;T;0,44;814;29,14;19,44;25,46;47,92;3,79;0;125,75;74,04;0,15;36,82;0;0;0;0;0;0;0;0;0;0
301;279;0,17;8;1;20;T;0,28;1914;9,12;4,20;3,10;28,64;1,01;0;46,07;16,42;0,02;36,43;0;0;0;0;0;0;0;0;0;0
298;280;0,23;7;1;20;T;0,37;1914;117,39;27,62;33,41;50,88;5,27;0;234,57;178,42;0,12;37,30;0;0;0;0;0;0;0;0;0;0
675;280;0,01;4;1;13;T;0,01;1000;74,07;21,69;42,36;46,96;13,34;0;198,42;138,12;0,20;60,00;0;0;0;0;0;0;0;0;0;0
677;280;0,01;4;1;13;T;0,02;1000;308,30;15,89;71,08;40,59;8,37;0;444,23;395,27;0,44;30,00;0;0;0;0;0;0;0;0;0;0
331;281;0,18;4;1;13;T;0,40;1000;365,89;68,99;88,82;196,50;51,03;0;771,23;523,70;0,77;27,00;0;0;0;0;0;0;0;0;0;0
672;281;0,01;8;1;13;T;0,02;1000;193,82;39,04;106,89;62,49;36,61;0;438,85;339,75;0,44;30,00;0;0;0;0;0;0;0;0;0;0
676;281;0,01;4;1;13;T;0,02;1000;380,62;40,02;90,58;81,52;11,42;0;604,16;511,22;0,60;30,00;0;0;0;0;0;0;0;0;0;0
283;282;0,04;8;1;21;T;0,09;693;29,00;13,75;74,73;25,21;15,41;0;158,10;117,48;0,23;26,67;0;0;0;0;0;0;0;0;0;0
666;282;0,01;8;1;15;T;0,01;1397;332,67;41,43;52,56;82,42;32,16;0;541,24;426,66;0,39;60,00;0;0;0;0;0;0;0;0;0;0
671;282;0,01;8;1;13;T;0,03;1000;526,93;65,17;125,66;216,46;55,07;0;989,29;717,76;0,99;20,00;0;0;0;0;0;0;0;0;0;0
282;283;0,04;8;1;21;T;0,19;693;392,25;31,05;38,99;97,03;22,64;0;581,96;462,29;0,84;12,63;0;0;0;0;0;0;0;0;0;0
284;283;0,11;9;1;21;T;0,28;693;57,25;16,25;84,47;50,42;23,67;0;232,06;157,97;0,33;23,57;0;0;0;0;0;0;0;0;0;0
285;284;0,07;9;1;21;T;0,36;693;126,88;31,40;150,26;193,72;59,48;0;561,74;308,54;0,81;11,67;0;0;0;0;0;0;0;0;0;0
295;284;0,10;8;1;13;T;0,19;1000;182,80;23,62;136,05;116,80;37,48;0;496,75;342,47;0,50;31,58;0;0;0;0;0;0;0;0;0;0
284;285;0,07;9;1;21;T;0,36;693;182,80;23,62;136,05;116,80;37,48;0;496,75;342,47;0,72;11,67;0;0;0;0;0;0;0;0;0;0
286;285;0,09;9;1;21;T;0,45;693;136,49;26,03;131,36;199,87;59,58;0;553,33;293,88;0,80;12,00;0;0;0;0;0;0;0;0;0;0
285;286;0,09;9;1;21;T;0,29;693;72,04;10,37;46,38;82,03;30,50;0;241,32;128,79;0,35;18,62;0;0;0;0;0;0;0;0;0;0
290;286;0,14;9;1;13;T;0,23;1000;93,59;33,46;97,28;158,90;38,69;0;421,92;224,33;0,42;36,52;0;0;0;0;0;0;0;0;0;0
737;286;0,01;9;1;20;T;0,02;814;88,89;7,47;64,94;97,03;40,30;0;298,63;161,30;0,37;30,00;0;0;0;0;0;0;0;0;0;0
288;287;0,11;9;1;21;T;0,38;693;88,89;7,47;64,97;97,03;40,30;0;298,66;161,33;0,43;17,37;0;0;0;0;0;0;0;0;0;0
289;287;0,13;9;1;21;T;0,30;693;25,08;1,01;9,25;9,60;2,54;0;47,48;35,34;0,07;26,00;0;0;0;0;0;0;0;0;0;0
738;287;0,01;9;1;21;T;0,05;693;118,04;25,27;77,24;138,08;49,91;0;408,54;220,55;0,59;12,00;0;0;0;0;0;0;0;0;0;0
258;288;0,13;9;1;21;T;0,47;693;88,89;7,47;64,97;97,03;40,30;0;298,66;161,33;0,43;16,60;0;0;0;0;0;0;0;0;0;0
287;288;0,11;9;1;21;T;0,26;693;49,00;5,58;37,43;38,71;19,92;0;150,64;92,01;0,22;25,38;0;0;0;0;0;0;0;0;0;0
40;289;0,10;9;1;21;T;0,23;693;25,08;1,01;9,25;9,60;2,54;0;47,48;35,34;0,07;26,09;0;0;0;0;0;0;0;0;0;0
287;289;0,13;9;1;21;T;0,28;693;0,39;0,04;0,10;1,08;0,46;0;2,07;0,53;0,00;27,86;0;0;0;0;0;0;0;0;0;0
291;290;0,12;9;1;13;T;0,32;1000;572,29;44,05;66,22;174,77;48,75;0;906,08;682,56;0,91;22,50;0;0;0;0;0;0;0;0;0;0
39;291;0,09;9;1;13;T;0,13;1000;116,28;7,19;29,45;86,96;21,23;0;261,11;152,92;0,26;41,54;0;0;0;0;0;0;0;0;0;0
292;291;0,08;8;1;13;T;0,21;1000;615,04;51,80;75,87;150,84;47,68;0;941,23;742,71;0,94;22,86;0;0;0;0;0;0;0;0;0;0
293;292;0,08;9;1;21;T;0,23;693;200,29;19,61;32,50;63,48;15,67;0;331,55;252,40;0,48;20,87;0;0;0;0;0;0;0;0;0;0
733;292;0,01;8;1;13;T;0,02;1000;414,75;32,19;43,37;87,36;32,01;0;609,68;490,31;0,61;30,00;0;0;0;0;0;0;0;0;0;0
294;293;0,05;8;1;22;T;0,10;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
598;293;0,19;9;1;21;T;0,74;693;238,89;38,12;84,62;92,13;23,78;0;477,54;361,63;0,69;15,41;0;0;0;0;0;0;0;0;0;0
293;294;0,05;8;1;22;T;0,13;495;38,60;18,51;52,12;28,65;8,11;0;145,99;109,23;0,29;23,08;0;0;0;0;0;0;0;0;0;0
331;294;0,05;8;1;22;T;0,10;495;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;30,00;0;0;0;0;0;0;0;0;0;0
284;295;0,10;8;1;13;T;0,14;1000;69,62;15,15;65,79;143,30;35,81;0;329,67;150,56;0,33;42,86;0;0;0;0;0;0;0;0;0;0
662;295;0,01;8;1;15;T;0,02;1397;438,42;56,30;135,97;170,60;59,63;0;860,92;630,69;0,62;30,00;0;0;0;0;0;0;0;0;0;0
665;295;0,01;8;1;15;T;0,02;1397;302,54;50,27;107,07;164,57;43,39;0;667,84;459,88;0,48;30,00;0;0;0;0;0;0;0;0;0;0
51;296;0,46;8;1;19;T;0,73;715;87,46;10,14;48,74;31,46;3,81;1;182,61;146,34;0,26;37,81;0;0;0;0;0;0;0;0;0;0
299;296;0,12;8;1;22;T;0,35;495;118,12;5,32;33,87;21,68;6,86;0;185,85;157,31;0,38;20,57;0;0;0;0;0;0;0;0;0;0
331;296;0,06;8;1;22;T;0,22;495;97,41;15,17;96,73;58,28;15,05;0;282,64;209,31;0,57;16,36;0;0;0;0;0;0;0;0;0;0
356;297;0,01;4;1;13;T;0,02;800;308,30;15,89;71,08;40,59;8,37;0;444,23;395,27;0,56;30,00;0;0;0;0;0;0;0;0;0;0
678;297;0,15;16;1;13;T;0,17;500;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;52,94;0;0;0;0;0;0;0;0;0;0
682;297;0,01;4;1;13;T;0,01;500;40,27;9,98;45,27;20,79;11,03;0;127,34;95,52;0,25;60,00;0;0;0;0;0;0;0;0;0;0
275;298;0,07;7;1;20;T;0,11;1914;132,87;28,68;34,47;51,74;5,22;0;252,98;196,02;0,13;38,18;0;0;0;0;0;0;0;0;0;0
280;298;0,23;7;1;20;T;0,37;1914;78,88;15,19;10,99;36,12;4,53;0;145,71;105,06;0,08;37,30;0;0;0;0;0;0;0;0;0;0
296;299;0,12;8;1;22;T;0,33;495;64,95;5,88;56,39;20,26;11,79;0;159,27;127,22;0,32;21,82;0;0;0;0;0;0;0;0;0;0
356;299;0,32;7;1;22;T;0,89;495;110,33;4,19;30,53;12,38;4,26;1;162,69;145,05;0,33;21,57;0;0;0;0;0;0;0;0;0;0
278;300;0,17;8;1;20;T;0,28;814;21,81;10,08;23,24;47,75;3,79;0;106,67;55,13;0,13;36,43;0;0;0;0;0;0;0;0;0;0
279;300;0,27;8;1;20;T;0,80;814;241,79;32,86;55,77;122,41;7,16;0;459,99;330,42;0,57;20,25;0;0;0;0;0;0;0;0;0;0
271;301;0,16;7;1;20;T;0,26;1914;9,12;4,20;3,10;28,64;1,01;0;46,07;16,42;0,02;36,92;0;0;0;0;0;0;0;0;0;0
279;301;0,17;8;1;20;T;0,28;1914;133,55;16,60;13,53;99,43;2,48;0;265,59;163,68;0,14;36,43;0;0;0;0;0;0;0;0;0;0
278;302;0,07;13;1;20;T;0,18;814;190,35;21,38;55,71;100,30;11,06;0;378,80;267,44;0,47;23,33;0;0;0;0;0;0;0;0;0;0
330;302;0,11;13;1;21;T;0,22;693;79,09;6,68;32,09;20,27;4,64;0;142,77;117,86;0,21;30,00;0;0;0;0;0;0;0;0;0;0
269;303;0,11;9;1;21;T;0,44;693;367,79;18,14;4,06;100,64;0,17;0;490,80;389,99;0,71;15,00;0;0;0;0;0;0;0;0;0;0
724;305;0,25;16;1;22;T;0,52;1100;0,00;0,00;0,00;0,00;0,00;1;1,00;0,00;0,00;28,85;0;0;0;0;0;0;0;0;0;0
725;305;0,08;16;1;22;T;0,17;1100;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;28,24;0;0;0;0;0;0;0;0;0;0
229;306;0,08;6;1;14;T;0,07;1730;20,09;11,20;27,99;29,52;0,02;0;88,82;59,28;0,05;68,57;0;0;0;0;0;0;0;0;0;0
230;306;0,16;3;1;12;T;0,17;3500;756,86;136,27;281,63;99,48;19,51;0;1293,75;1174,76;0,37;56,47;0;0;0;0;0;0;0;0;0;0
306;307;0,14;3;1;12;T;0,15;3500;776,95;147,47;309,62;129,00;19,53;0;1382,57;1234,04;0,40;56,00;0;0;0;0;0;0;0;0;0;0
224;308;0,11;3;1;12;T;0,21;2540;1202,55;198,07;295,39;235,08;72,05;0;2003,14;1696,01;0,79;31,43;0;0;0;0;0;0;0;0;0;0
228;309;0,07;3;1;12;T;0,12;2540;1027,17;198,24;244,25;269,67;83,01;0;1822,34;1469,66;0,72;35,00;0;0;0;0;0;0;0;0;0;0
324;309;0,09;6;1;14;T;0,13;1730;795,93;78,65;153,09;96,55;23,25;0;1147,47;1027,67;0,66;41,54;0;0;0;0;0;0;0;0;0;0
231;310;0,11;6;1;12;T;0,14;2540;696,00;161,24;212,45;175,93;49,44;0;1295,06;1069,69;0,51;47,14;0;0;0;0;0;0;0;0;0;0
233;310;0,28;6;1;12;T;0,27;2580;380,36;84,46;117,51;99,74;31,88;0;713,95;582,33;0,28;62,22;0;0;0;0;0;0;0;0;0;0
251;311;0,18;4;1;12;T;0,47;2000;1476,50;180,07;345,15;149,29;36,19;0;2187,20;2001,72;1,09;22,98;0;0;0;0;0;0;0;0;0;0
230;312;0,30;6;1;14;T;0,27;1730;188,24;15,56;41,44;129,29;20,92;0;395,45;245,24;0,23;66,67;0;0;0;0;0;0;0;0;0;0
323;312;0,04;6;1;12;T;0,04;2000;397,65;44,17;91,95;108,77;9,57;0;652,11;533,77;0,33;60,00;0;0;0;0;0;0;0;0;0;0
242;313;0,17;6;1;14;T;0,16;1730;322,07;60,07;83,72;69,78;12,75;0;548,39;465,86;0,32;63,75;0;0;0;0;0;0;0;0;0;0
250;313;0,40;3;1;12;T;0,45;2800;719,99;108,88;157,02;133,08;31,69;0;1150,66;985,89;0,41;53,33;0;0;0;0;0;0;0;0;0;0
248;314;0,14;6;1;14;T;0,28;1730;957,70;102,39;188,83;134,92;25,31;0;1409,15;1248,92;0,81;30,00;0;0;0;0;0;0;0;0;0;0
316;314;0,50;7;1;18;T;0,73;858;175,95;6,00;28,13;8,91;3,60;1;223,59;210,08;0,26;41,10;0;0;0;0;0;0;0;0;0;0
35;315;0,22;7;1;22;T;0,96;495;182,92;22,96;76,09;80,02;17,30;0;379,29;281,97;0,77;13,75;0;0;0;0;0;0;0;0;0;0
314;316;0,50;7;1;18;T;0,92;858;194,34;30,82;90,06;34,78;6,36;1;357,36;315,22;0,42;32,61;0;0;0;0;0;0;0;0;0;0
317;316;0,38;7;1;18;T;0,47;858;41,37;3,41;7,81;2,45;0,40;0;55,44;52,59;0,06;48,51;0;0;0;0;0;0;0;0;0;0
325;316;0,23;7;1;22;T;0,65;495;81,80;11,44;36,15;21,41;8,73;0;159,53;129,39;0,32;21,23;0;0;0;0;0;0;0;0;0;0
611;316;0,20;7;1;19;T;0,56;600;307,34;17,63;72,30;22,11;10,03;1;430,41;397,27;0,72;21,43;0;0;0;0;0;0;0;0;0;0
316;317;0,38;7;1;18;T;0,47;858;43,28;20,40;22,44;8,07;0,64;0;94,83;86,12;0,11;48,51;0;0;0;0;0;0;0;0;0;0
326;317;0,13;7;1;9;T;0,24;1300;640,27;190,15;195,39;132,92;39,77;0;1198,50;1025,81;0,92;32,50;0;0;0;0;0;0;0;0;0;0
355;317;0,23;6;1;9;T;0,50;1300;1075,45;122,80;165,52;47,52;12,40;0;1423,69;1363,77;1,10;27,60;0;0;0;0;0;0;0;0;0;0
328;318;0,61;7;1;18;T;0,75;1958;21,34;4,35;36,63;3,95;0,05;1;67,32;62,32;0,03;48,80;0;0;0;0;0;0;0;0;0;0
358;318;0,50;7;1;18;T;0,67;1958;230,97;24,42;101,43;25,91;8,79;1;392,52;356,82;0,20;44,78;0;0;0;0;0;0;0;0;0;0
362;318;0,13;7;1;18;T;0,16;1595;117,35;19,22;52,86;36,83;5,95;0;232,21;189,43;0,15;48,75;0;0;0;0;0;0;0;0;0;0
53;319;0,36;11;1;19;T;1,45;110;74,23;6,32;20,71;19,82;2,68;0;123,76;101,26;1,13;14,90;0;0;0;0;0;0;0;0;0;0
356;319;0,10;11;1;19;T;0,28;165;52,85;5,58;13,11;18,75;6,63;0;96,92;71,54;0,59;21,43;0;0;0;0;0;0;0;0;0;0
54;320;0,76;11;1;19;T;1,01;715;43,47;4,07;13,47;5,71;1,43;1;69,15;61,01;0,10;45,15;0;0;0;0;0;0;0;0;0;0
356;320;0,28;6;1;18;T;0,60;600;85,90;13,44;103,61;30,84;13,14;0;246,93;202,95;0,41;28,00;0;0;0;0;0;0;0;0;0;0
357;320;0,18;6;1;18;T;0,28;1958;332,54;13,86;104,38;48,12;12,40;0;511,30;450,78;0,26;38,57;0;0;0;0;0;0;0;0;0;0
225;321;0,32;7;1;12;T;0,27;3000;105,68;19,05;54,19;48,01;6,65;0;233,58;178,92;0,08;71,11;0;0;0;0;0;0;0;0;0;0
362;321;0,33;7;1;10;T;0,36;1010;184,05;22,35;94,84;20,28;8,00;1;330,52;301,24;0,33;55,00;0;0;0;0;0;0;0;0;0;0
610;322;0,63;3;1;11;T;0,74;3500;1335,55;208,11;256,05;366,68;72,22;1;2239,61;1799,71;0,64;51,08;0;0;0;0;0;0;0;0;0;0
626;323;0,66;16;1;12;T;0,56;1000;0,00;0,00;0,00;0,00;0,00;1;1,00;0,00;0,00;70,71;0;0;0;0;0;0;0;0;0;0
632;323;0,01;6;1;12;T;0,01;2000;397,65;44,17;91,95;108,77;9,57;0;652,11;533,77;0,33;60,00;0;0;0;0;0;0;0;0;0;0
314;324;0,24;6;1;14;T;0,34;1730;795,93;78,65;153,09;96,55;23,25;0;1147,47;1027,67;0,66;42,35;0;0;0;0;0;0;0;0;0;0
251;325;0,14;7;1;22;T;0,40;495;81,80;11,44;36,15;21,41;8,73;0;159,53;129,39;0,32;21,00;0;0;0;0;0;0;0;0;0;0
316;325;0,23;7;1;22;T;0,99;330;170,05;5,18;43,61;13,10;6,76;0;238,70;218,84;0,72;13,94;0;0;0;0;0;0;0;0;0;0
252;326;0,08;6;1;9;T;0,15;1300;640,27;190,15;195,39;132,92;39,77;0;1198,50;1025,81;0,92;32,00;0;0;0;0;0;0;0;0;0;0
317;326;0,13;7;1;9;T;0,28;1300;1046,27;129,99;169,89;50,19;12,53;0;1408,87;1346,15;1,08;27,86;0;0;0;0;0;0;0;0;0;0
253;327;0,18;7;1;17;T;0,27;1100;124,39;29,40;102,23;36,25;10,84;0;303,11;256,02;0,28;40,00;0;0;0;0;0;0;0;0;0;0
355;327;0,37;7;1;17;T;0,64;1100;303,46;23,04;31,51;45,86;19,15;0;423,02;358,01;0,38;34,69;0;0;0;0;0;0;0;0;0;0
277;328;0,47;7;1;18;T;0,58;1958;21,34;4,35;36,63;3,95;0,05;1;67,32;62,32;0,03;48,62;0;0;0;0;0;0;0;0;0;0
318;328;0,61;7;1;18;T;0,75;1958;55,42;4,32;9,44;6,26;0,90;1;77,34;69,18;0,04;48,80;0;0;0;0;0;0;0;0;0;0
273;329;0,15;16;1;15;T;0,15;517;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;60,00;0;0;0;0;0;0;0;0;0;0
656;329;0,13;16;1;13;T;0,13;500;0,00;0,00;0,00;0,00;0,00;0;0,00;0,00;0,00;60,00;0;0;0;0;0;0;0;0;0;0
658;329;0,01;9;1;13;T;0,03;700;541,13;68,48;152,77;186,10;36,78;0;985,26;762,38;1,41;20,00;0;0;0;0;0;0;0;0;0;0
660;329;0,01;9;1;15;T;0,03;880;265,20;51,79;98,74;252,19;63,85;0;731,77;415,73;0,83;20,00;0;0;0;0;0;0;0;0;0;0
